type,from,to,detail,status,confidence,verification,url_count,source_1,source_2,source_3,more_sources,last_updated
tenant_of,OpenAI,Khazna Data Centers,"Stargate UAE (with G42): 1GW Abu Dhabi campus, 200MW phase 1 ~Q3 2026.",,high,confirmed (re-sourcing pass 2026-09-08),3,https://www.prnewswire.com/news-releases/g42-provides-update-on-construction-of-stargate-uae-ai-infrastructure-cluster-302586430.html,https://www.thenationalnews.com/business/2025/12/05/stargate-uaes-first-phase-to-be-completed-in-third-quarter-of-2026/,https://openai.com/index/introducing-stargate-uae/,,2026-09-05
tenant_of,OpenAI,Oracle,"Stargate compute capacity (Abilene, TX ~1.2GW and further sites) supplied by Oracle Cloud Infrastructure.",,high,confirmed (re-sourcing pass 2026-09-08),3,https://openai.com/index/stargate-advances-with-partnership-with-oracle/,https://www.datacenterdynamics.com/en/news/as-reports-of-stargate-struggles-emerge-openai-confirms-45gw-oracle-deal/,https://www.datacenterdynamics.com/en/news/crusoes-abilene-data-center-officially-live-serving-oracle-and-openais-stargate/,,2026-09-05
tenant_of,OpenAI,SB Energy,"1.2GW Stargate site in Milam County, TX built and operated by SB Energy (Jan 2026); OpenAI + SoftBank invested $1B into SB Energy. Also the 8GW-IT PORTS-Pike campus, Pike County, OH (Aug 2026; Nvidia $105B residual-value guaranty). — Re-sourcing note (2026-09-08): PORTS-Pike: 8 IT-GW, 20-year lease to OpenAI; Nvidia guarantee up to $105B per SEC filing, initial 4.25 IT-GW with option on remaining 3.75; Nvidia also invested $1.5B in SB Energy.",,high,confirmed (re-sourcing pass 2026-09-08),3,https://openai.com/index/stargate-sb-energy-partnership/,https://www.datacenterdynamics.com/en/news/softbanks-sb-energy-to-build-and-operate-openais-12gw-stargate-data-center-in-milam-county-texas/,https://nvidianews.nvidia.com/news/nvidia-guarantees-sb-energy-s-ports-pike-technology-campus-in-ohio-to-exclusively-host-nvidia-ai-compute,,2026-09-05
tenant_of,OpenAI,SoftBank Corp.,"Lordstown, OH Stargate site (ex-GM/Foxconn plant, ~300MW) via SoftBank's Crescent Dune LLC with Foxconn. — Re-sourcing note (2026-09-08): Sources confirm SoftBank (via Crescent Dune LLC, $375M purchase) acquired the ex-GM/Foxconn Lordstown plant for Stargate, operated as a SoftBank-Foxconn JV. However it is primarily described as a manufacturing site for Stargate AI servers/equipment, not a ~300MW OpenAI data center; the 300MW figure was not found. Note also the entity is SoftBank Group, not SoftBank Corp. (the Japanese telco).",,medium,partial (re-sourcing pass 2026-09-08),3,https://techcrunch.com/2025/08/08/softbank-reportedly-bought-foxconns-ohio-factory-for-the-stargate-ai-project/,https://www.datacenterdynamics.com/en/news/foxconn-and-softbank-to-manufacture-stargate-data-center-equipment-at-lordstown-ohio-facility/,https://businessjournaldaily.com/lordstown-data-center-to-be-operational-next-year/,,2026-09-05
tenant_of,Oracle,Crusoe,"Oracle leases the Abilene, TX Stargate campus capacity developed by Crusoe (with Lancium land/power; Blue Owl + Primary Digital financing JV).",,high,confirmed (re-sourcing pass 2026-09-08),3,https://www.crusoe.ai/resources/newsroom/crusoe-blue-owl-capital-and-primary-digital-infrastructure-enter-joint-venture,https://commercialobserver.com/2025/05/7b-oracle-leased-texas-data-center-development/,https://www.connectcre.com/stories/oracle-to-lease-abilene-data-center/,,2026-09-05
tenant_of,Oracle,DataBank,"Anchor tenant on four buildings at Red Oak, TX (DFW9-12; first three = 180MW; campus 480MW); $2B construction loan Apr 2026.",,high,confirmed (re-sourcing pass 2026-09-08),3,https://dallasinnovates.com/databank-snags-2b-loan-to-build-first-3-of-8-data-centers-south-of-dallas/,https://therealdeal.com/texas/2026/04/22/databank-snaps-up-2b-construction-loan-for-data-center-build/,https://dcpulse.com/project/databank-red-oak-2b-expansion-oracle-ai,,2026-09-05
tenant_of,Oracle,Digital Realty,"Portfolio tenant (500k+ sq ft; ~$267M/yr, Digital Realty's #2 customer). — Re-sourcing note (2026-09-08): CoStar (citing DLR's annual report) puts Oracle at ~$266.6M/yr, ~6.4% of revenue, second-largest customer. The 500k+ sq ft figure was not in the snippet.",,high,confirmed (re-sourcing pass 2026-09-08),1,https://www.costar.com/article/606433792/oracle-on-the-hook-for-248-billion-in-data-center-leases-a-move-some-analysts-call-risky,,,,2026-09-05
tenant_of,Oracle,Related Digital,"Stargate site for OpenAI: Saline Township, MI ('The Barn'), 1.4GW, ~$16B; groundbreaking Jun 2026. — Re-sourcing note (2026-09-08): Announced Oct 30, 2025 as 'more than 1GW'; groundbreaking June 1, 2026 reported as a $16B campus (DCD had earlier cited ~$10B). The 1.4GW figure was not in the snippets.",,high,confirmed (re-sourcing pass 2026-09-08),3,https://www.oracle.com/news/announcement/related-digital-oracle-openai-walbridge-and-governor-whitmer-celebrate-construction-of-stargate-campus-in-saline-township-2026-06-01/,https://www.related.com/press-releases/2025-10-30/openai-oracle-and-related-digital-announce-stargate-data-center-site,https://www.cnbc.com/2026/06/01/stargate-project-michigan-live-updates.html,,2026-09-05
tenant_of,Oracle,STACK Infrastructure,"Project Jupiter, Dona Ana County, NM (with BorderPlex Digital Assets): Oracle as 18-year tenant; $165B IRB incl. equipment. — Re-sourcing note (2026-09-08): The 18-year lease term was not stated in the sources found; $165B IRB/tax-rebate approval confirmed.",,high,confirmed (re-sourcing pass 2026-09-08),3,https://www.datacenterdynamics.com/en/news/oracle-revealed-as-tenant-of-project-jupiter-data-center-campus-in-new-mexico/,https://www.stackinfra.com/about/news-press/press-releases/stack-infrastructure-and-borderplex-digital-announce-cumulative-56-9-million-in-water-and-community-commitments-for-dona-ana-county-through-project-jupiter/,https://www.oracle.com/news/announcement/oracle-borderplex-and-bloom-energy-to-power-project-jupiter-with-fuel-cell-technology-2026-04-27/,,2026-09-05
tenant_of,Oracle,Vantage,"Stargate sites for OpenAI: Frontier, Shackelford County, TX (1.4GW, $25B) and Lighthouse, Port Washington, WI (~1GW, $15B). — Re-sourcing note (2026-09-08): Lighthouse (Port Washington, WI) reported at 902MW IT capacity, $15B, completion 2028.",,high,confirmed (re-sourcing pass 2026-09-08),3,https://vantage-dc.com/news/openai-oracle-and-vantage-data-centers-announce-stargate-data-center-site-in-wisconsin/,https://vantage-dc.com/news/vantage-data-centers-unveils-plans-for-frontier-a-25b-mega-campus-in-texas-to-meet-unprecedented-ai-demand/,https://www.datacenterdynamics.com/en/news/vantage-breaks-ground-on-texas-gigawatt-data-center-campus-for-openai/,,2026-09-05
acquired,AI Infrastructure Partnership (AIP),Aligned Data Centers,"~$40B EV (+$5B growth capital) acquisition of Aligned from Macquarie by the AI Infrastructure Partnership (BlackRock/GIP, MGX, Microsoft, Nvidia) with xAI, KIA, Temasek; announced 15 Oct 2025, closed 21 Jul 2026.",completed,high,links from original research round,1,https://aligneddc.com/press-release/aip-mgx-and-blackrocks-gip-close-acquisition-of-aligned-data-centers/,,,,2026-09-05
acquired,Aligned Data Centers,ODATA,"Closed 22 May 2023: Aligned goes to Latin America (Brazil, Chile, Colombia, Mexico); ODATA kept as a brand.",completed,high,links from original research round,1,https://www.globenewswire.com/news-release/2023/05/22/2673370/0/en/Aligned-Data-Centers-Completes-Acquisition-of-ODATA.html,,,,2026-09-05
acquired,American Tower Corporation,CoreSite,"$10.1B incl. debt (Nov 2021, closed 28 Dec 2021): tower REIT buys the 24-DC interconnection platform; CoreSite becomes AMT's US data-center segment.",completed,high,links from original research round,1,https://www.clearygottlieb.com/news-and-insights/news-listing/american-tower-acquires-coresite-for-10-1-billion,,,,2026-09-05
acquired,Apollo Global Management,STACK Infrastructure,"Announced 29 Apr 2025: carve-out of STACK's pan-European interconnected colocation business (seven DCs: Stockholm, Oslo, Copenhagen, Milan, Geneva) from Blue Owl's STACK.",asset purchase (announced),medium,links from original research round,1,https://www.apollo.com/insights-news/pressreleases/2025/04/apollo-funds-to-acquire-pan-european-highly-interconnected-colocation-data-center-business-from-stack-infrastructure-a-portfolio-company-of-blue-owl-digital-infrastructure-3069871,,,,2026-09-05
acquired,Ardian,Verne,GBP453M from Digital 9 (closed 15 Mar 2024).,completed,high,links from original research round,1,https://www.ardian.com/news-insights/press-releases/ardian-acquires-leading-data-center-platform-verne-global-digital-9,,,,2026-09-05
acquired,Bain Capital,ChinData Group,$3.16B take-private (closed 18 Dec 2023).,completed,high,links from original research round,1,https://www.marketscreener.com/quote/stock/CHINDATA-GROUP-HOLDINGS-L-113108843/news/Chindata-Group-Announces-Completion-of-Going-Private-Transaction-45595098/,,,,2026-09-05
acquired,Bit Digital,Enovum Data Centers,"C$62.8M (~US$46M), closed 11 Oct 2024: Tier 3 Montreal colocation + 280MW pipeline -- the basis of WhiteFiber.",completed,high,links from original research round,1,https://bit-digital.com/press-releases/bit-digital-inc-vertically-integrates-acquiring-tier-3-hpc-datacenter-company-280-mw-pipeline-in-major-metropolitan-areas/,,,,2026-09-05
acquired,Blackstone,AirTrunk,A$24B EV with CPP Investments (closed Dec 2024).,completed,high,links from original research round,1,https://airtrunk.com/completion-of-airtrunk-acquisition-by-blackstone-marking-new-era-of-growth/,,,,2026-09-05
acquired,Blackstone,QTS Data Centers,$10B take-private (closed 31 Aug 2021).,completed,high,links from original research round,1,https://www.blackstone.com/news/press/blackstone-funds-complete-acquisition-of-qts-realty-trust/,,,,2026-09-05
acquired,Blue Owl Capital,IPI Partners,"Acquired IPI Partners' entire asset-management business (~$1.0B; announced Oct 7, 2024, closed Jan 6, 2025) -- with it, control of STACK Infrastructure and RadiusDC.",completed,high,confirmed (re-sourcing pass 2026-09-08),3,https://www.blueowl.com/news/blue-owl-capital-completes-acquisition-ipi-partners-business,https://www.sec.gov/Archives/edgar/data/1823945/000119312524233331/d869362dex991.htm,https://www.datacenterdynamics.com/en/news/asset-manager-blue-owl-to-buy-ipi-partners-for-1bn/,,2026-09-05
acquired,Brookfield Infrastructure,Compass Datacenters,"~$5.5B with Ontario Teachers' (announced 20 Jun 2023, from RedBird and Azrieli).",completed,high,links from original research round,1,https://www.otpp.com/en-ca/about-us/news-and-insights/2023/brookfield-infrastructure-and-ontario-teachers--to-acquire-compass-datacenters-from-redbird-capital-partners-and-azrieli-group/,,,,2026-09-05
acquired,CPP Investments (CPPIB),AirTrunk,A$24B EV with Blackstone (closed Dec 2024).,completed,high,links from original research round,1,https://airtrunk.com/completion-of-airtrunk-acquisition-by-blackstone-marking-new-era-of-growth/,,,,2026-09-05
acquired,CleanSpark,Mawson Infrastructure Group,"Up to $33M (+$42.5M with rigs), closed 8 Oct 2022: Mawson's Sandersville, GA facility -- now the site of CleanSpark's $6.6B AI lease.",asset purchase (completed),high,links from original research round,1,https://finance.yahoo.com/news/cleanspark-completes-acquisition-mawson-sandersville-130000953.html,,,,2026-09-05
acquired,Cologix,CIM Group,Nov 2024: buys out JV partner CIM Group in the TOR4/TOR5 Toronto hyperscale asset.,asset purchase (completed),medium,links from original research round,1,https://www.datacenterdynamics.com/en/news/cologix-takes-full-ownership-of-two-data-centers-in-toronto-canada/,,,,2026-09-05
acquired,Cologix,Csquare,Closed 6 Dec 2023: Cyxtera's Montreal + Vancouver data centers bought out of bankruptcy (Cyxtera later merged into Centersquare); Cologix Canada to 22 DCs.,asset purchase (completed),high,links from original research round,1,https://cologix.com/news/cologix-grows-canadian-presence-with-acquisitions-and-expanded-capacity/,,,,2026-09-05
acquired,CoreWeave,Core Scientific,"All-stock acquisition (~$9B) announced June 2025; shareholders reportedly rejected it -- status to be re-verified. — Re-sourcing note (2026-09-08): All-stock ~$9B deal was struck in July 2025 (not June); Core Scientific shareholders voted it down and the deal was terminated on Oct 30, 2025. A June 2024 all-cash offer was also rejected earlier.",announced; reportedly rejected,medium,confirmed (re-sourcing pass 2026-09-08),2,https://www.cnbc.com/2025/10/30/core-scientific-shareholders-reject-9-billion-coreweave-offer-deal-terminated.html,https://finance.yahoo.com/news/core-scientific-shareholders-reject-9bn-101134582.html,,,2026-09-05
acquired,DataBank,CyrusOne,$670M (closed 3 Mar 2022): four Houston data centers (42.5MW) carved out of CyrusOne; DataBank becomes the largest independent in Houston.,asset purchase (completed),high,links from original research round,1,https://www.databank.com/resources/press-releases/databank-closes-670m-acquisition-of-four-cyrusone-data-centers/,,,,2026-09-05
acquired,Digital Realty,Telepoint,Two Sofia carrier hotels (Mar 2026): Digital Realty enters Bulgaria.,completed,high,links from original research round,1,https://investor.digitalrealty.com/news-releases/news-release-details/digital-realty-enters-bulgaria-acquisition-highly-connected,,,,2026-09-05
acquired,Digital Realty,Teraco,"~$3.5B EV, 55% for $1.7B (closed 1 Aug 2022): majority of Africa's largest carrier-neutral operator.",completed,high,links from original research round,1,https://www.digitalrealty.com/about/newsroom/press-releases/122709/digital-realty-completes-acquisition-of-teraco,,,,2026-09-05
acquired,DigitalBridge Group,Switch,$11B take-private with IFM Investors (closed 6 Dec 2022).,completed,high,links from original research round,1,https://www.switch.com/digitalbridge-and-ifm-investors-complete-11-billion-take-private-of-switch/,,,,2026-09-05
acquired,DigitalBridge Group,Yondr,Closed 1 Jul 2025 with La Caisse; new CEO/CFO installed.,completed,high,links from original research round,1,https://www.digitalbridge.com/news/2025-07-01-digitalbridge-and-la-caisse-complete-acquisition-of-yondr-group,,,,2026-09-05
acquired,ESR Group,LOGOS,"Via the US$5.2B ARA acquisition (closed 20 Jan 2022): ESR takes 86.4% of LOGOS, founders' balance via 2024-25 put/call.",completed,high,links from original research round,1,https://en.prnasia.com/releases/apac/esr-completes-acquisition-of-ara-asset-management-349278.shtml,,,,2026-09-05
acquired,Equinix,GPX Global,$161M (closed 1 Sep 2021): two Mumbai data centers; Equinix's India entry.,completed,high,links from original research round,1,https://www.prnewswire.com/news-releases/equinix-completes-acquisition-of-two-data-centers-in-india-301367952.html,,,,2026-09-05
acquired,Equinix,atNorth,"Acquired atNorth alongside CPP Investments (~60% CPPIB / Equinix minority), completed Sept 2, 2026; Partners Group retained ~10%. — Re-sourcing note (2026-09-08): Completed Sept 2, 2026 as stated, but ownership split reported as CPP Investments ~51% (US$1.3B), Equinix ~34% (US$895M), Partners Group ~10% (US$260M) - not ~60% CPPIB. Total deal ~US$4B with a US$4.1B financing package.",completed,high,confirmed (re-sourcing pass 2026-09-08),3,https://investor.equinix.com/news-events/press-releases/detail/1123/cpp-investments-and-equinix-complete-atnorth-acquisition-to,https://www.atnorth.com/news/cpp-investments-and-equinix-complete-atnorth-acquisition-to-support-growth-of-leading-nordic-data-center-platform/,https://www.hpcwire.com/off-the-wire/equinix-and-cpp-investments-complete-4b-acquisition-of-atnorth/,,2026-09-05
acquired,Evocative,INAP,Closed 28 Sep 2022: INAP's nine US colocation data centers and staff.,completed,high,links from original research round,1,https://evocative.com/news/evocative-closes-inap-data-center-asset-acquisition/,,,,2026-09-05
acquired,GDS Holdings,DayOne,"Spin-off (effective 1 Jan 2025): GDS International separated and rebranded DayOne; Series B $1.2B, Series C $4.5B.",spin-off (completed),high,links from original research round,1,https://www.mingtiandi.com/real-estate/data-centres/chinas-gds-rebrands-international-data-centre-unit-as-dayone/,,,,2026-09-05
acquired,Global Infrastructure Partners (GIP),CyrusOne,$15B take-private with KKR (closed 25 Mar 2022).,completed,high,links from original research round,1,https://www.global-infra.com/news/kkr-and-gip-complete-acquisition-of-cyrusone/,,,,2026-09-05
acquired,HIVE,Bitfarms (Keel Infrastructure),"$56M (closed 18 Mar 2025): Bitfarms' 200MW Yguazu, Paraguay site -- Bitfarms exits Paraguay to fund its US pivot.",asset purchase (completed),high,links from original research round,1,https://www.hivedigitaltechnologies.com/news/hive-digital-technologies-announces-the-acquisition-of-bitfarms-yguazu-paraguay-site-a-200-mw-bitcoin-mining-site-setting-the-stage-for-substantial-growth-to-25-ehs-by-september-2025/,,,,2026-09-05
acquired,HMC Capital,Global Switch,A$2.1B (Dec 2024): Global Switch Australia sold as the seed asset for the ASX-listed DigiCo REIT -- Global Switch's first divestment after the failed group sale.,asset purchase (completed),high,links from original research round,1,https://www.globalswitch.com/announcement/agreement-reached-for-the-sale-of-global-switch-australia-to-hmc-capital/,,,,2026-09-05
acquired,IFM Investors,Switch,$11B take-private with DigitalBridge (closed 6 Dec 2022).,completed,high,links from original research round,1,https://www.switch.com/digitalbridge-and-ifm-investors-complete-11-billion-take-private-of-switch/,,,,2026-09-05
acquired,IREN,Nostrum,~EUR165M (closed 15 Jun 2026): IREN's Europe entry -- ~490MW grid-connected in Spain incl. 300MW Badajoz; 50+ staff.,completed,high,links from original research round,1,https://iren.com/resources/news/nostrum-announcement,,,,2026-09-05
acquired,KKR,CyrusOne,$15B take-private with GIP (closed 25 Mar 2022).,completed,high,links from original research round,1,https://www.global-infra.com/news/kkr-and-gip-complete-acquisition-of-cyrusone/,,,,2026-09-05
acquired,La Caisse (CDPQ),Yondr,Closed 1 Jul 2025 with DigitalBridge.,completed,high,links from original research round,1,https://www.digitalbridge.com/news/2025-07-01-digitalbridge-and-la-caisse-complete-acquisition-of-yondr-group,,,,2026-09-05
acquired,MARA Holdings,Generate Capital,"$178.6M (+$19.6M contingent), closed 12 Jan 2024: Granbury, TX and Kearney, NE sites (390MW owned; ex-Compute North).",asset purchase (completed),high,links from original research round,1,https://ir.mara.com/news-events/press-releases/detail/1335/marathon-digital-holdings-enters-definitive-agreement-to-acquire-multiple-bitcoin-mining-sites-for-179-million,,,,2026-09-05
acquired,Nscale,Future-Tech,"Acquired Future-Tech (UK MEP/engineering consultancy) to bring data-center design-build capability in-house. — Re-sourcing note (2026-09-08): Announced Dec 15, 2025; Future-tech described as a European (UK-based) data center engineering consultancy of ~60 staff.",completed,medium,confirmed (re-sourcing pass 2026-09-08),3,https://www.nscale.com/press-releases/nscale-acquires-future-tech,https://www.datacenterdynamics.com/en/news/accenture-acquires-dlb-nscale-acquires-future-tech/,https://thetechcapital.com/nscale-to-acquire-european-data-centre-engineering-consultancy/,,2026-09-05
acquired,Ontario Teachers' Pension Plan,Compass Datacenters,~$5.5B with Brookfield Infrastructure (2023).,completed,high,links from original research round,1,https://www.otpp.com/en-ca/about-us/news-and-insights/2023/brookfield-infrastructure-and-ontario-teachers--to-acquire-compass-datacenters-from-redbird-capital-partners-and-azrieli-group/,,,,2026-09-05
acquired,Riot Platforms,Bitfarms (Keel Infrastructure),"~$950M hostile bid (Apr 2024) -- terminated by settlement 23 Sep 2024: Riot capped at 19.9%, one board seat, standstill to the 2026 AGM.",terminated,high,links from original research round,1,https://mcmillan.ca/deals-cases/mcmillan-advises-bitfarms-in-its-settlement-of-hostile-takeover-by-riot-platforms/,,,,2026-09-05
acquired,Switch,Data Foundry,$420M cash (May 2021): Switch enters Texas with four Austin/Houston data centers.,completed,high,links from original research round,1,https://www.datacenterknowledge.com/switches-routers/switch-to-acquire-texas-data-center-operator-data-foundry-for-420m,,,,2026-09-05
acquired,Talen Energy,TeraWulf,$85M cash + ~$7M equipment (3 Oct 2024): TeraWulf's 25% of the Nautilus Cryptomine nuclear JV -- sold to fund Lake Mariner HPC.,asset purchase (completed),high,links from original research round,1,https://ir.talenenergy.com/news-releases/news-release-details/talen-energy-purchases-terawulfs-minority-share-nautilus,,,,2026-09-05
acquired,Vantage,Yondr,"Closed 23 Nov 2025: Yondr's 300MW+ JHB1 hyperscale campus in Johor, Malaysia; Yondr exits Malaysia after the DigitalBridge takeover.",asset purchase (completed),high,links from original research round,1,https://vantage-dc.com/news/vantage-data-centers-completes-1-6b-investment-in-apac-platform-from-gic-and-adia-closes-acquisition-of-yondrs-300mw-hyperscale-campus-in-johor-malaysia/,,,,2026-09-05
jv_partner,Crusoe,Lancium,"1.2GW 'Clean Campus' near Abilene, TX (2024) -- the flagship site for OpenAI's Stargate; Lancium supplies the powered land, Crusoe develops. — Re-sourcing note (2026-09-08): Sources confirm Crusoe develops the 1.2GW campus at the Lancium Clean Campus in Abilene (Stargate flagship, serving Oracle/OpenAI), but none of the snippets describe the Crusoe-Lancium relationship as a formal joint venture; Lancium is the powered-land/site host.",,medium,partial (re-sourcing pass 2026-09-08),3,https://www.crusoe.ai/resources/newsroom/crusoe-expands-ai-data-center-campus-in-abilene-to-1-2-gigawatts,https://www.bldup.com/posts/lancium-clean-campus-unveiled-as-project-stargate-s-flagship-data-center,https://www.datacenterdynamics.com/en/news/crusoes-abilene-data-center-officially-live-serving-oracle-and-openais-stargate/,,2026-09-05
jv_partner,Meta,BlackRock,"El Paso, TX 1GW campus: $14B strategic venture (Jul 2026, $12.5B debt via GIP/HPS), Meta lease with ~20-yr extensions. — Re-sourcing note (2026-09-08): BlackRock funds 80% / Meta 20%; $12.5B debt from GIP and HPS; Meta lease is an initial 4-year term with options up to 20 years (detail says '~20-yr extensions').",,high,confirmed (re-sourcing pass 2026-09-08),3,https://investor.atmeta.com/investor-news/press-release-details/2026/Meta-Announces-New-Strategic-Venture-with-BlackRock-to-Develop-Data-Center-in-El-Paso/default.aspx,https://about.fb.com/news/2026/07/meta-announces-new-venture-with-blackrock-to-develop-data-center-in-el-paso/,https://www.datacenterdynamics.com/en/news/meta-and-blackrock-team-up-for-data-center-in-el-paso-texas/,,2026-09-05
jv_partner,Meta,Blue Owl Capital,"Hyperion, Richland Parish, LA: $27B 80/20 JV (Blue Owl majority, Oct 2025) with Meta as lessee; 2GW scaling toward 5GW.",,high,confirmed (re-sourcing pass 2026-09-08),3,https://investor.atmeta.com/investor-news/press-release-details/2025/Meta-Announces-Joint-Venture-with-Funds-Managed-by-Blue-Owl-Capital-to-Develop-Hyperion-Data-Center/default.aspx,https://about.fb.com/news/2025/10/meta-blue-owl-capital-develop-hyperion-data-center/,https://www.cnbc.com/2025/10/21/meta-blue-owl-capital-partner-on-27-billion-ai-data-center-project-.html,,2026-09-05
jv_partner,TeraWulf,Fluidstack,"Abernathy, TX campus JV: TeraWulf sold 50.1% to a Fluidstack-led investor group; Fluidstack is also the AI-hosting tenant. — Re-sourcing note (2026-09-08): Sale of TeraWulf's 50.1% Abernathy JV stake to a Fluidstack-led consortium announced July 6, 2026 for ~$530M (paid in installments through Apr 2027); JV is a 168MW campus formed in 2025.",,high,confirmed (re-sourcing pass 2026-09-08),3,https://investors.terawulf.com/news-events/press-releases/detail/142/terawulf-announces-anthropic-lease-at-justified-data-campus-and-sale-of-majority-interest-in-abernathy-joint-venture-to-fluidstack,https://www.sec.gov/Archives/edgar/data/1083301/000110465926080583/tm2619468d1_ex99-1.htm,https://investors.terawulf.com/news-events/press-releases/detail/121/terawulf-expands-strategic-partnership-with-fluidstack-through-new-168-mw-ai-compute-joint-venture,,2026-09-05
contractor_for,ACCIONA,Digital Realty,"Reported construction role on Interxion (Digital Realty) BCN1 data center, Barcelona (2022-2024); separately Acciona Energia supplies Digital Realty Spain via 650 GWh PPA.",completed,medium,links from original research round,2,https://www.acciona.com/solutions/transport/activity-areas/data-center,https://www.datacenterdynamics.com/en/news/digital-realty-signs-650gwh-ppa-with-acciona-energia-in-spain/,,,2026-09-08
contractor_for,AECOM,DataBank,"General contractor / delivery for DataBank IAD5 campus, Culpeper, VA (192 MW, 1.4M SF hyperscale facility) | AECOM Tishman selected as general contractor for DataBank's IAD5 at the 85-acre Culpeper, VA campus (14601 Germanna Hwy): campus planned for up to three buildings, ~1.4M sq ft and 192 MW; first building 40 MW / 180,000 sq ft, online from Q1 2027; part of DataBank's $2B 2024 expansion program.",ongoing,high,links from original research round,4,https://aecom.com/markets/industrial/high-tech/,https://www.blackridgeresearch.com/blog/latest-top-largest-data-center-construction-epc-builders-firms-companies-in-the-world,https://www.constructiondive.com/news/databank-data-centers-dallas-virginia-atlanta/730800/,https://www.datacenterdynamics.com/en/news/databank-acquires-85-acres-in-virginias-culpeper-for-192mw-data-center-campus/,2026-09-08
contractor_for,AECOM,Nostrum,"Design and project management of Nostrum Evergreen, a EUR1.9bn / 500 MW AI data center campus in Badajoz, Spain (announced 2025) | Nostrum Group appointed AECOM to lead design and construction/program management for Nostrum Evergreen, a 500 MW AI data center campus in Badajoz, SW Spain (€1.9B / ~$2.2B, ~200,000 sq m site); phase 1 150 MWe, phase 2 to 300 MWe starting early 2029; assets marketed for 2027 availability.",announced,high,links from original research round,4,https://datacentremagazine.com/news/nostrum-group-selects-aecom-to-build-data-centre-in-sw-spain,https://aimagazine.com/news/aecom-to-build-500mw-data-centre-for-ai-in-spain,https://aecom.com/press-releases/aecom-appointed-to-deliver-nostrum-groups-data-centre-in-southwest-spain/,https://www.constructionbriefing.com/news/aecom-lands-us22-billion-spanish-data-centre-project/8105541.article,2026-09-08
contractor_for,ARCO Construction,Riot Platforms,ARCO/Murray data center project for Riot (listed in ARCO/Murray mission-critical portfolio; details confidential).,completed,medium,links from original research round,2,https://www.arcomurray.com/project/confidential-client-data-center-2/,https://www.arcomurray.com/data-centers-mission-critical/data-centers/,,,2026-09-08
contractor_for,ARCO Construction,Skybox Datacenters,"ARCO built Skybox's 150,000 sq ft LEED Silver data center in Plano TX.",completed,high,links from original research round,1,https://www.arconational.com/data-center-projects/,,,,2026-09-08
contractor_for,ARCO Design/Build,Digital Realty,ARCO Design/Build delivered site and shell construction on an accelerated schedule to expand Digital Realty Trust's data center footprint (ARCO project page).,completed,medium,links from original research round,2,https://arcodb.com/projects/digital-realty-trust/,https://arcodb.com/industries/mission-critical/,,,2026-09-08
contractor_for,ARCO Design/Build,Skybox Datacenters,"ARCO constructed a 150,000 sq ft LEED Silver data center facility for Skybox Datacenters.",completed,medium,links from original research round,2,https://www.arconational.com/data-center-projects/,https://arcodb.com/industries/mission-critical/,,,2026-09-08
contractor_for,Balfour Beatty US,Compass Datacenters,"General contractor for Compass Datacenters' first Minneapolis-market data center (Shakopee, MN), delivered to CenturyLink Technology Solutions (2015) | Built Compass' first Minneapolis-market data center (Tier III certified, expandable to 6 MW / 100,000 sq ft) delivered to CenturyLink Technology Solutions (2015).",completed,high,links from original research round,2,https://www.prnewswire.com/news-releases/compass-datacenters-and-balfour-beatty-complete-first-data-center-in-minneapolis-metro-area-despite-mother-nature-260093321.html,https://www.balfourbeattyus.com/portfolio/sectors/mission-critical,,,2026-09-08
contractor_for,Bohler,AWS,"Civil engineer / site development plans for Amazon's proposed 220,000 SF data center campus on 42 acres in Warrenton (Fauquier County), VA; site plan approved by town staff (2024)",ongoing,medium,links from original research round,1,https://www.fauquiernow.com/news/data-center-database-where-projects-stand-across-fauquier-county/article_18be50e8-49f6-11ef-95cf-3b45407fea55.html,,,,2026-09-08
contractor_for,Bohler,Peterson Companies,"Rezoning support, site civil engineering, permitting and community engagement for Stafford Technology Campus (Stafford Technology LC, Peterson Companies affiliate) - 524-acre, 25-building, ~5.5M SF phased data center campus near Stafford Regional Airport, VA; rezoning approved",ongoing,high,links from original research round,2,https://bohlerengineering.com/blog/news/bohler-supports-data-center-campus-in-virginias-stafford-county/,https://bohlerengineering.com/blog/news/stafford-technology-campus-receives-approval/,,,2026-09-08
contractor_for,Bohler,STACK Infrastructure,"Civil engineer on filings for SI ATL02A LLC (c/o Stack Infrastructure) two-building data center project outside Atlanta, GA (~$380.9M, completion listed May 2026)",ongoing,medium,links from original research round,1,https://www.datacenterdynamics.com/en/news/stack-files-to-build-two-data-centers-outside-atlanta-georgia/,,,,2026-09-08
